지역,umdNm,aptNm,buildYear,addr,excluUseAr,floor,dealYear,dealMonth,dealDay,dealAmount_만원,dealAmount_억
서울 종로구,무악동,현대,2000,통일로,60.0,6,2026,1,26,112900,11.29
서울 종로구,무악동,현대,2000,통일로,60.0,9,2026,2,7,116990,11.7
서울 종로구,무악동,현대,2000,통일로,60.0,14,2026,6,27,117980,11.8
서울 종로구,숭인동,종로센트레빌,2008,동망산길,59.92,6,2026,7,27,110000,11.0
서울 중구,신당동,남산타운,2002,다산로,59.94,1,2026,1,29,138500,13.85
서울 중구,신당동,남산타운,2002,다산로,59.94,12,2026,1,11,149500,14.95
서울 중구,신당동,신당푸르지오,2005,다산로36길,59.85,8,2026,1,30,140000,14.0
서울 중구,신당동,남산타운,2002,다산로,59.94,2,2026,1,28,150000,15.0
서울 중구,신당동,삼성,1999,청구로1길,59.97,2,2026,1,27,140000,14.0
서울 중구,신당동,남산타운,2002,다산로,59.94,12,2026,1,2,149000,14.9
서울 중구,신당동,삼성,1999,청구로1길,59.97,11,2026,1,23,144000,14.4
서울 중구,중림동,삼성사이버빌리지,2001,중림로,59.7,15,2026,1,11,150000,15.0
서울 중구,신당동,한진해모로,2001,왕십리로39길,59.76,10,2026,1,6,110000,11.0
서울 중구,신당동,남산타운,2002,다산로,59.94,9,2026,1,15,149500,14.95
서울 중구,신당동,삼성,1999,청구로1길,59.97,9,2026,1,15,134500,13.45
서울 중구,신당동,래미안하이베르,2011,퇴계로90길,59.95,13,2026,1,13,149500,14.95
서울 중구,중림동,삼성사이버빌리지,2001,중림로,59.7,17,2026,2,21,150000,15.0
서울 중구,신당동,남산타운,2002,다산로,59.94,18,2026,2,14,149500,14.95
서울 중구,신당동,남산타운,2002,다산로,59.94,17,2026,2,12,149000,14.9
서울 중구,신당동,남산타운,2002,다산로,59.94,5,2026,2,12,148000,14.8
서울 중구,신당동,삼성,1999,청구로1길,59.98,5,2026,2,11,143000,14.3
서울 중구,입정동,힐스테이트세운센트럴2단지,2023,을지로15길,59.9851,11,2026,3,28,138500,13.85
서울 중구,신당동,남산타운,2002,다산로,59.94,13,2026,3,28,148000,14.8
서울 중구,신당동,삼성,1999,청구로1길,59.98,5,2026,3,25,147000,14.7
서울 중구,중림동,삼성사이버빌리지,2001,중림로,59.7,18,2026,3,25,149990,15.0
서울 중구,신당동,삼성,1999,청구로1길,59.98,21,2026,3,22,147000,14.7
서울 중구,신당동,래미안하이베르,2011,퇴계로90길,59.74,8,2026,3,23,142000,14.2
서울 중구,중림동,삼성사이버빌리지,2001,중림로,59.7,2,2026,3,8,149300,14.93
서울 중구,신당동,남산타운,2002,다산로,59.94,5,2026,3,10,150000,15.0
서울 중구,신당동,남산타운,2002,다산로,59.94,10,2026,4,22,149700,14.97
서울 중구,신당동,남산타운,2002,다산로,59.94,7,2026,4,22,145000,14.5
서울 중구,신당동,삼성,1999,청구로1길,59.98,9,2026,4,30,149000,14.9
서울 중구,신당동,신당푸르지오,2005,다산로36길,59.85,3,2026,4,25,145000,14.5
서울 중구,만리동2가,서울역센트럴자이,2017,만리재로,59.943,17,2026,4,10,145000,14.5
서울 중구,신당동,남산타운,2002,다산로,59.94,14,2026,4,7,146000,14.6
서울 중구,신당동,남산타운,2002,다산로,59.94,15,2026,4,11,146000,14.6
서울 중구,신당동,삼성,1999,청구로1길,59.98,13,2026,4,3,148500,14.85
서울 중구,입정동,힐스테이트세운센트럴1단지,2023,을지로15길,59.7076,22,2026,5,30,146500,14.65
서울 중구,신당동,삼성,1999,청구로1길,59.98,8,2026,5,27,150000,15.0
서울 중구,신당동,한진해모로,2001,왕십리로39길,59.76,9,2026,5,23,120000,12.0
서울 중구,신당동,삼성,1999,청구로1길,59.98,14,2026,5,20,149500,14.95
서울 중구,신당동,한진해모로,2001,왕십리로39길,59.76,3,2026,5,9,122000,12.2
서울 중구,신당동,한진해모로,2001,왕십리로39길,59.76,7,2026,5,16,117500,11.75
서울 중구,신당동,남산타운,2002,다산로,59.94,2,2026,5,16,150000,15.0
서울 중구,신당동,남산타운,2002,다산로,59.94,2,2026,5,12,147000,14.7
서울 중구,신당동,남산타운,2002,다산로,59.94,11,2026,5,15,150000,15.0
서울 중구,신당동,한진해모로,2001,왕십리로39길,59.76,1,2026,5,8,116500,11.65
서울 중구,신당동,남산타운,2002,다산로,59.94,8,2026,5,7,150000,15.0
서울 중구,신당동,남산타운,2002,다산로,59.94,5,2026,5,7,148500,14.85
서울 중구,신당동,삼성,1999,청구로1길,59.97,12,2026,6,29,149900,14.99
서울 중구,신당동,삼성,1999,청구로1길,59.98,11,2026,6,27,150000,15.0
서울 중구,신당동,남산타운,2002,다산로,59.94,1,2026,6,25,145500,14.55
서울 중구,입정동,힐스테이트세운센트럴1단지,2023,을지로15길,59.6641,19,2026,6,5,148000,14.8
서울 중구,신당동,남산타운,2002,다산로,59.94,2,2026,6,5,145000,14.5
서울 중구,신당동,남산타운,2002,다산로,59.94,11,2026,6,2,150000,15.0
서울 중구,신당동,남산타운,2002,다산로,59.94,1,2026,7,9,150000,15.0
서울 용산구,산천동,한강타운,2001,새창로8길,59.69,4,2026,1,30,118000,11.8
서울 용산구,산천동,한강타운,2001,새창로8길,59.69,1,2026,1,13,114500,11.45
서울 용산구,산천동,한강타운,2001,새창로8길,59.69,8,2026,1,13,117000,11.7
서울 용산구,산천동,리버힐삼성,2001,효창원로,59.55,1,2026,1,12,139300,13.93
서울 용산구,원효로4가,강변삼성스위트,1999,원효로,59.94,2,2026,1,5,139300,13.93
서울 용산구,원효로1가,용산더프라임,2014,원효로90길,59.557,4,2026,1,2,140000,14.0
서울 용산구,산천동,한강타운,2001,새창로8길,59.69,1,2026,2,13,125000,12.5
서울 용산구,산천동,한강타운,2001,새창로8길,59.69,14,2026,2,7,129500,12.95
서울 용산구,한남동,시범,1970,독서당로34길,59.5,4,2026,3,20,125000,12.5
서울 용산구,도원동,삼성래미안,2001,새창로,59.94,3,2026,3,23,150000,15.0
서울 용산구,한남동,시범,1970,독서당로34길,59.5,5,2026,3,14,123700,12.37
서울 용산구,한남동,시범,1970,독서당로34길,59.5,1,2026,3,7,115500,11.55
서울 용산구,한남동,리버탑,2001,독서당로6길,59.57,8,2026,4,10,130000,13.0
서울 용산구,원효로4가,강변삼성스위트,1999,원효로,59.94,5,2026,4,28,110000,11.0
서울 용산구,용문동,브라운스톤,2011,효창원로,59.94,6,2026,4,24,150000,15.0
서울 용산구,한남동,리버탑,2001,독서당로6길,59.57,3,2026,4,21,135000,13.5
서울 용산구,이촌동,강변,1971,이촌로,59.44,4,2026,4,17,145000,14.5
서울 용산구,산천동,리버힐삼성,2001,효창원로,59.55,16,2026,4,17,120000,12.0
서울 용산구,원효로4가,강변삼성스위트,1999,원효로,59.94,1,2026,4,10,137000,13.7
서울 용산구,산천동,리버힐삼성,2001,효창원로,59.55,10,2026,4,10,150000,15.0
서울 용산구,효창동,세양청마루,2006,백범로,59.28,4,2026,5,11,120000,12.0
서울 용산구,한남동,시범,1970,독서당로34길,59.5,4,2026,5,4,113000,11.3
서울 용산구,산천동,리버힐삼성,2001,효창원로,59.55,14,2026,5,6,145500,14.55
서울 용산구,이촌동,이촌시범,1970,이촌로14길,59.5,5,2026,6,26,126000,12.6
서울 용산구,산천동,리버힐삼성,2001,효창원로,59.55,15,2026,6,26,130000,13.0
서울 용산구,효창동,효창파크푸르지오,2010,백범로,59.41,18,2026,6,2,143000,14.3
서울 용산구,산천동,한강타운,2001,새창로8길,59.69,6,2026,7,11,137000,13.7
서울 용산구,산천동,리버힐삼성,2001,효창원로,59.55,3,2026,7,10,150000,15.0
서울 성동구,금호동4가,서울숲르씨엘,2023,독서당로46길,59.5075,12,2026,1,7,139000,13.9
서울 성동구,성수동1가,동아그린,1999,상원길,58.32,6,2026,1,27,149500,14.95
서울 성동구,금호동4가,서울숲르씨엘,2023,독서당로46길,59.5075,11,2026,1,21,137000,13.7
서울 성동구,성수동2가,금호타운2차아파트,1997,연무장길,59.94,6,2026,1,26,130000,13.0
서울 성동구,응봉동,신동아,1996,독서당로,59.97,6,2026,1,13,110000,11.0
서울 성동구,응봉동,신동아,1996,독서당로,59.97,5,2026,1,20,123800,12.38
서울 성동구,응봉동,신동아,1996,독서당로,59.97,8,2026,1,19,125000,12.5
서울 성동구,응봉동,신동아,1996,독서당로,59.97,10,2026,1,17,130000,13.0
서울 성동구,마장동,대성유니드,2004,마장로37길,59.7,10,2026,1,16,122000,12.2
서울 성동구,마장동,현대,1998,살곶이길,59.91,28,2026,1,15,123500,12.35
서울 성동구,금호동1가,벽산,2001,금호로,59.9,6,2026,1,14,148000,14.8
서울 성동구,마장동,현대,1998,살곶이길,59.94,9,2026,1,12,119000,11.9
서울 성동구,성수동1가,동아그린,1999,상원길,58.32,1,2026,1,10,120000,12.0
서울 성동구,성수동2가,성수우방2차아파트,1999,성수일로10길,59.82,11,2026,1,10,114000,11.4
서울 성동구,마장동,현대,1998,살곶이길,59.94,6,2026,1,9,113500,11.35
서울 성동구,행당동,대림e-편한세상,2000,행당로,59.96,9,2026,1,8,150000,15.0
서울 성동구,응봉동,신동아,1996,독서당로,59.97,8,2026,1,2,122000,12.2
서울 성동구,응봉동,신동아,1996,독서당로,59.97,7,2026,2,5,130000,13.0
서울 성동구,마장동,현대,1998,살곶이길,59.91,26,2026,2,28,128500,12.85
서울 성동구,마장동,현대,1998,살곶이길,59.94,1,2026,2,11,112000,11.2
서울 성동구,하왕십리동,극동미라주,2001,난계로,59.4,4,2026,2,10,127500,12.75
서울 성동구,행당동,신동아,1995,독서당로,59.97,1,2026,2,12,123500,12.35
서울 성동구,금호동3가,두산,1994,동호로,59.97,6,2026,2,19,149500,14.95
서울 성동구,금호동3가,금호한신,2005,금호산길,59.99,4,2026,2,20,147000,14.7
서울 성동구,마장동,현대,1998,살곶이길,59.94,14,2026,2,19,129000,12.9
서울 성동구,행당동,두산,1997,고산자로14길,59.94,6,2026,2,12,120000,12.0
서울 성동구,응봉동,대림(2차),1989,독서당로,59.91,8,2026,2,7,146500,14.65
서울 성동구,하왕십리동,극동미라주,2001,난계로,59.4,21,2026,2,6,133000,13.3
서울 성동구,마장동,현대,1998,살곶이길,59.91,12,2026,2,5,125000,12.5
서울 성동구,금호동4가,서울숲르씨엘,2023,독서당로46길,59.5075,9,2026,3,21,145000,14.5
서울 성동구,행당동,신동아,1995,독서당로,59.97,11,2026,3,13,140000,14.0
서울 성동구,하왕십리동,왕십리KCC스위첸,2016,무학봉길,59.851,2,2026,3,28,149000,14.9
서울 성동구,마장동,현대,1998,살곶이길,59.94,23,2026,3,27,134500,13.45
서울 성동구,하왕십리동,금호베스트빌,2001,난계로,59.79,13,2026,3,28,129500,12.95
서울 성동구,성수동1가,동아그린,1999,상원길,58.32,1,2026,3,26,122000,12.2
서울 성동구,행당동,대림e-편한세상,2000,행당로,59.96,1,2026,3,21,149500,14.95
서울 성동구,성수동1가,동아그린,1999,상원길,58.32,2,2026,3,14,147000,14.7
서울 성동구,성수동1가,동아그린,1999,상원길,58.32,17,2026,4,20,145000,14.5
서울 성동구,금호동4가,서울숲르씨엘,2023,독서당로46길,59.5075,7,2026,4,30,142000,14.2
서울 성동구,금호동3가,금호한신,2005,금호산길,59.99,4,2026,4,28,150000,15.0
서울 성동구,응봉동,신동아,1996,독서당로,59.97,3,2026,4,11,120000,12.0
서울 성동구,하왕십리동,극동미라주,2001,난계로,59.4,3,2026,4,27,128000,12.8
서울 성동구,성수동2가,성수우방2차아파트,1999,성수일로10길,59.82,9,2026,4,24,120000,12.0
서울 성동구,마장동,왕십리삼성아파트,1996,마장로,59.76,7,2026,4,20,140000,14.0
서울 성동구,하왕십리동,금호베스트빌,2001,난계로,59.79,12,2026,4,20,124000,12.4
서울 성동구,마장동,신성미소지움,2004,마장로39길,59.96,5,2026,4,13,123000,12.3
서울 성동구,성수동2가,신성미소지움,2001,뚝섬로13길,59.4,1,2026,4,13,110000,11.0
서울 성동구,마장동,현대,1998,살곶이길,59.94,12,2026,4,11,128000,12.8
서울 성동구,행당동,신동아,1995,독서당로,59.97,4,2026,4,10,134000,13.4
서울 성동구,마장동,현대,1998,살곶이길,59.94,16,2026,4,8,127000,12.7
서울 성동구,응봉동,신동아,1996,독서당로,59.97,9,2026,4,7,133000,13.3
서울 성동구,하왕십리동,극동미라주,2001,난계로,59.4,10,2026,4,5,129000,12.9
서울 성동구,응봉동,신동아,1996,독서당로,59.97,9,2026,4,5,133000,13.3
서울 성동구,성수동1가,동아그린,1999,상원길,58.32,12,2026,4,3,135000,13.5
서울 성동구,하왕십리동,금호베스트빌,2001,난계로,59.79,1,2026,4,2,115500,11.55
서울 성동구,마장동,왕십리삼성아파트,1996,마장로,59.76,18,2026,5,15,138500,13.85
서울 성동구,금호동4가,서울숲르씨엘,2023,독서당로46길,59.5075,10,2026,5,23,148000,14.8
서울 성동구,옥수동,극동그린,1997,독서당로,59.9,4,2026,5,30,142000,14.2
서울 성동구,행당동,서울숲 한신 더 휴,2003,고산자로,59.91,2,2026,5,27,140000,14.0
서울 성동구,옥수동,극동그린,1997,독서당로,59.9,6,2026,5,29,146500,14.65
서울 성동구,응봉동,서울숲리버그린동아아파트,2003,고산자로4길,59.98,4,2026,5,26,150000,15.0
서울 성동구,금호동4가,서울숲르씨엘,2023,독서당로46길,59.5075,13,2026,5,27,143000,14.3
서울 성동구,응봉동,신동아,1996,독서당로,59.97,3,2026,5,23,132000,13.2
서울 성동구,마장동,현대,1998,살곶이길,59.91,10,2026,5,22,134200,13.42
서울 성동구,성수동1가,우방,1997,상원길,60.0,11,2026,5,21,137000,13.7
서울 성동구,성수동1가,동아그린,1999,상원길,58.32,8,2026,5,22,150000,15.0
서울 성동구,마장동,마장동중앙하이츠,1999,마장로,60.0,8,2026,5,16,122500,12.25
서울 성동구,응봉동,신동아,1996,독서당로,59.97,10,2026,5,16,132000,13.2
서울 성동구,마장동,신성미소지움,2004,마장로39길,59.96,4,2026,5,15,123500,12.35
서울 성동구,금호동4가,서울숲르씨엘,2023,독서당로46길,59.5075,9,2026,5,8,139000,13.9
서울 성동구,행당동,신동아,1995,독서당로,59.97,3,2026,5,7,130000,13.0
서울 성동구,성수동2가,성수우방2차아파트,1999,성수일로10길,59.82,9,2026,5,5,120000,12.0
서울 성동구,하왕십리동,왕십리풍림아이원,2004,난계로,59.936,10,2026,5,3,149800,14.98
서울 성동구,하왕십리동,왕십리풍림아이원,2004,난계로,59.936,16,2026,5,2,147500,14.75
서울 성동구,마장동,현대,1998,살곶이길,59.94,3,2026,5,1,122800,12.28
서울 성동구,행당동,신동아,1995,독서당로,59.97,2,2026,5,1,136000,13.6
서울 성동구,하왕십리동,왕십리풍림아이원,2004,난계로,59.936,7,2026,6,19,142000,14.2
서울 성동구,금호동1가,신금호두산위브,2006,행당로,59.92,7,2026,6,29,140000,14.0
서울 성동구,마장동,대성유니드,2004,마장로37길,59.7,13,2026,6,27,137000,13.7
서울 성동구,마장동,왕십리삼성아파트,1996,마장로,59.76,18,2026,6,24,140000,14.0
서울 성동구,하왕십리동,왕십리풍림아이원,2004,난계로,59.936,13,2026,6,17,149500,14.95
서울 성동구,마장동,마장동중앙하이츠,1999,마장로,60.0,6,2026,6,11,119000,11.9
서울 성동구,마장동,현대,1998,살곶이길,59.91,22,2026,6,13,126500,12.65
서울 성동구,하왕십리동,왕십리풍림아이원,2004,난계로,59.936,3,2026,6,11,148500,14.85
서울 성동구,마장동,현대,1998,살곶이길,59.94,11,2026,6,9,130000,13.0
서울 성동구,마장동,왕십리삼성아파트,1996,마장로,59.76,7,2026,6,5,144000,14.4
서울 성동구,행당동,두산,1997,고산자로14길,59.94,10,2026,7,2,130000,13.0
서울 성동구,성수동1가,동아그린,1999,상원길,58.32,4,2026,7,18,146000,14.6
서울 성동구,마장동,왕십리삼성아파트,1996,마장로,59.76,4,2026,7,17,143500,14.35
서울 성동구,행당동,신동아,1995,독서당로,59.97,9,2026,7,11,146500,14.65
서울 성동구,마장동,왕십리금호어울림,2006,마조로,59.97,15,2026,7,9,115000,11.5
서울 성동구,행당동,신동아,1995,독서당로,59.97,11,2026,7,1,145000,14.5
서울 성동구,응봉동,신동아,1996,독서당로,59.97,14,2026,7,4,135000,13.5
서울 광진구,광장동,현대5,1989,아차산로70길,59.67,10,2026,1,19,133000,13.3
서울 광진구,자양동,자양현대6,1999,자양번영로3길,59.98,4,2026,1,14,144000,14.4
서울 광진구,자양동,자양현대6,1999,자양번영로3길,59.98,3,2026,1,9,135000,13.5
서울 광진구,자양동,한라아파트,1996,뚝섬로33길,59.96,1,2026,2,21,137000,13.7
서울 광진구,구의동,성동강변파크빌101(강변타워),2001,구의강변로5길,59.92,10,2026,2,13,115000,11.5
서울 광진구,자양동,우성1,1988,뚝섬로,59.91,1,2026,2,9,148000,14.8
서울 광진구,자양동,자양현대5,1998,뚝섬로54길,59.72,9,2026,2,4,146000,14.6
서울 광진구,자양동,우성1,1988,뚝섬로,59.91,3,2026,2,9,148000,14.8
서울 광진구,자양동,자양현대6,1999,자양번영로3길,59.98,2,2026,3,21,130500,13.05
서울 광진구,구의동,구의현대7단지현대홈타운,1997,구의강변로3가길,59.97,6,2026,3,23,130000,13.0
서울 광진구,구의동,성동강변파크빌101(강변타워),2001,구의강변로5길,59.1,15,2026,3,27,117000,11.7
서울 광진구,자양동,한라아파트,1996,뚝섬로33길,59.96,3,2026,3,28,130000,13.0
서울 광진구,자양동,대동,1999,뚝섬로31길,59.54,7,2026,3,28,137000,13.7
서울 광진구,구의동,구의현대7단지현대홈타운,1997,구의강변로3가길,59.97,6,2026,4,2,131000,13.1
서울 광진구,자양동,우성1,1988,뚝섬로,59.91,12,2026,4,12,149500,14.95
서울 광진구,구의동,구의현대7단지현대홈타운,1997,구의강변로3가길,59.97,10,2026,4,29,134000,13.4
서울 광진구,자양동,우성1,1988,뚝섬로,59.91,7,2026,4,28,147000,14.7
서울 광진구,구의동,구의현대7단지현대홈타운,1997,구의강변로3가길,59.97,11,2026,4,22,136000,13.6
서울 광진구,자양동,로얄동아,1999,뚝섬로52마길,59.91,15,2026,4,28,132500,13.25
서울 광진구,자양동,우성1,1988,뚝섬로,59.91,7,2026,4,27,148500,14.85
서울 광진구,광장동,청구,1996,아차산로,59.95,2,2026,4,25,150000,15.0
서울 광진구,자양동,자양삼성,1999,뚝섬로40길,59.76,10,2026,4,24,149000,14.9
서울 광진구,광장동,현대3,1990,아차산로70길,59.67,18,2026,4,13,130100,13.01
서울 광진구,자양동,자양현대5,1998,뚝섬로54길,59.88,3,2026,4,18,115000,11.5
서울 광진구,자양동,자양삼성,1999,뚝섬로40길,59.76,4,2026,4,9,149000,14.9
서울 광진구,광장동,청구,1996,아차산로,59.95,3,2026,5,23,150000,15.0
서울 광진구,광장동,삼성광장2,1989,아차산로,58.62,5,2026,5,28,141000,14.1
서울 광진구,자양동,대동,1999,뚝섬로31길,59.54,12,2026,5,21,137500,13.75
서울 광진구,자양동,우방리버파크,2003,능동로4길,59.87,1,2026,5,20,130000,13.0
서울 광진구,자양동,한라아파트,1996,뚝섬로33길,59.96,10,2026,5,21,140000,14.0
서울 광진구,자양동,자양현대6,1999,자양번영로3길,59.98,8,2026,5,19,145000,14.5
서울 광진구,자양동,경남,1999,뚝섬로52길,59.96,18,2026,5,9,125000,12.5
서울 광진구,자양동,경남,1999,뚝섬로52길,59.96,17,2026,5,9,137500,13.75
서울 광진구,자양동,대동,1999,뚝섬로31길,59.54,11,2026,5,7,136000,13.6
서울 광진구,자양동,대동,1999,뚝섬로31길,59.54,4,2026,5,6,131000,13.1
서울 광진구,구의동,구의현대7단지현대홈타운,1997,구의강변로3가길,59.97,12,2026,6,27,138000,13.8
서울 광진구,자양동,경남,1999,뚝섬로52길,59.96,10,2026,6,24,130000,13.0
서울 광진구,구의동,성동강변파크빌101(강변타워),2001,구의강변로5길,59.92,11,2026,6,22,125000,12.5
서울 광진구,자양동,우성1,1988,뚝섬로,59.91,1,2026,6,20,148000,14.8
서울 광진구,화양동,화양현대,1999,동일로24길,59.97,4,2026,6,10,115000,11.5
서울 광진구,구의동,현대프라임,1997,광나루로56길,59.82,16,2026,7,23,129000,12.9
서울 광진구,자양동,대동,1999,뚝섬로31길,59.54,5,2026,7,24,148000,14.8
서울 광진구,자양동,현대3,1996,뚝섬로58길,59.97,11,2026,7,3,131500,13.15
서울 광진구,자양동,대동,1999,뚝섬로31길,59.54,3,2026,7,4,134000,13.4
서울 광진구,자양동,우성1,1988,뚝섬로,59.91,5,2026,7,15,149000,14.9
서울 광진구,자양동,대동,1999,뚝섬로31길,59.54,7,2026,7,10,140000,14.0
서울 광진구,구의동,구의현대7단지현대홈타운,1997,구의강변로3가길,59.97,19,2026,7,9,142500,14.25
서울 동대문구,답십리동,답십리파크자이,2019,답십리로56길,59.91,11,2026,1,23,146500,14.65
서울 동대문구,용두동,래미안엘리니티,2022,한빛로,59.96,8,2026,1,30,150000,15.0
서울 동대문구,용두동,청량리역해링턴플레이스,2023,고산자로34길,59.9755,12,2026,1,10,134500,13.45
서울 동대문구,용두동,청량리역해링턴플레이스,2023,고산자로34길,59.9755,12,2026,1,23,130000,13.0
서울 동대문구,답십리동,청계한신휴플러스,2010,서울시립대로,59.74,6,2026,1,26,135000,13.5
서울 동대문구,용두동,이편한세상청계센트럴포레,2021,무학로,59.96,1,2026,1,24,145000,14.5
서울 동대문구,용두동,래미안엘리니티,2022,한빛로,59.96,11,2026,1,10,149000,14.9
서울 동대문구,답십리동,청계한신휴플러스,2010,서울시립대로,59.74,7,2026,1,10,131000,13.1
서울 동대문구,답십리동,래미안위브,2014,답십리로,59.99,2,2026,1,8,147000,14.7
서울 동대문구,휘경동,휘경SK뷰,2019,휘경로,59.65,14,2026,2,8,135000,13.5
서울 동대문구,답십리동,두산위브,2007,황물로15길,59.91,12,2026,2,28,125000,12.5
서울 동대문구,용두동,래미안엘리니티,2022,한빛로,59.96,16,2026,2,10,140000,14.0
서울 동대문구,답십리동,힐스테이트청계,2018,천호대로55길,59.94,16,2026,2,27,145000,14.5
서울 동대문구,용두동,래미안 허브리츠,2011,정릉천동로,59.98,14,2026,2,26,150000,15.0
서울 동대문구,답십리동,래미안미드카운티,2019,답십리로,59.98,7,2026,2,19,150000,15.0
서울 동대문구,휘경동,휘경SK뷰,2019,휘경로,59.39,6,2026,2,19,126000,12.6
서울 동대문구,전농동,래미안아름숲,2012,전농로16길,59.9,2,2026,2,6,114000,11.4
서울 동대문구,용두동,용두두산위브,2009,정릉천동로,59.99,9,2026,3,28,127000,12.7
서울 동대문구,답십리동,힐스테이트청계,2018,천호대로55길,59.86,16,2026,3,27,149000,14.9
서울 동대문구,답십리동,래미안위브,2014,답십리로,59.99,4,2026,3,26,145000,14.5
서울 동대문구,용두동,이편한세상청계센트럴포레,2021,무학로,59.96,19,2026,3,23,147000,14.7
서울 동대문구,답십리동,두산위브,2007,황물로15길,59.91,5,2026,3,21,128000,12.8
서울 동대문구,답십리동,두산위브,2007,황물로15길,59.91,11,2026,3,19,138000,13.8
서울 동대문구,답십리동,청계한신휴플러스,2010,서울시립대로,59.74,6,2026,3,18,139500,13.95
서울 동대문구,답십리동,답십리파크자이,2019,답십리로56길,59.91,13,2026,3,9,149800,14.98
서울 동대문구,전농동,동대문롯데캐슬노블레스,2018,답십리로23길,59.98,16,2026,4,30,150000,15.0
서울 동대문구,답십리동,청계한신휴플러스,2010,서울시립대로,59.74,13,2026,4,30,140000,14.0
서울 동대문구,휘경동,휘경SK뷰,2019,휘경로,59.39,22,2026,4,18,136000,13.6
서울 동대문구,답십리동,청계한신휴플러스,2010,서울시립대로,59.74,20,2026,4,22,138000,13.8
서울 동대문구,전농동,래미안크레시티,2014,사가정로,59.99,5,2026,4,29,145500,14.55
서울 동대문구,전농동,전농SK,2000,사가정로,59.96,8,2026,4,18,112300,11.23
서울 동대문구,이문동,래미안이문2차,2004,이문로12길,59.79,16,2026,4,26,114000,11.4
서울 동대문구,답십리동,청계한신휴플러스,2010,서울시립대로,59.74,7,2026,4,11,136000,13.6
서울 동대문구,장안동,장안힐스테이트,2007,장안벚꽃로1길,59.885,20,2026,4,24,111000,11.1
서울 동대문구,휘경동,휘경SK뷰,2019,휘경로,59.39,16,2026,4,23,135500,13.55
서울 동대문구,전농동,전농SK,2000,사가정로,59.96,19,2026,4,17,112000,11.2
서울 동대문구,용두동,래미안 허브리츠,2011,정릉천동로,59.98,10,2026,4,18,145000,14.5
서울 동대문구,장안동,래미안장안,2003,장한로14길,59.86,8,2026,4,19,113000,11.3
서울 동대문구,전농동,동대문롯데캐슬노블레스,2018,답십리로23길,59.98,19,2026,4,18,149000,14.9
서울 동대문구,답십리동,두산위브,2007,황물로15길,59.91,13,2026,4,16,134000,13.4
서울 동대문구,용두동,래미안 허브리츠,2011,정릉천동로,59.96,6,2026,4,14,143000,14.3
서울 동대문구,답십리동,래미안미드카운티,2019,답십리로,59.98,10,2026,4,13,142500,14.25
서울 동대문구,휘경동,휘경SK뷰,2019,휘경로,59.39,8,2026,4,11,135500,13.55
서울 동대문구,답십리동,청계한신휴플러스,2010,서울시립대로,59.74,15,2026,4,12,131000,13.1
서울 동대문구,장안동,장안힐스테이트,2007,장안벚꽃로1길,59.885,21,2026,4,10,113500,11.35
서울 동대문구,용두동,래미안엘리니티,2022,한빛로,59.96,7,2026,4,10,150000,15.0
서울 동대문구,답십리동,청계한신휴플러스,2010,서울시립대로,59.74,9,2026,4,9,140000,14.0
서울 동대문구,답십리동,답십리파크자이,2019,답십리로56길,59.91,5,2026,4,4,148000,14.8
서울 동대문구,답십리동,래미안미드카운티,2019,답십리로,59.98,5,2026,4,3,146500,14.65
서울 동대문구,답십리동,e편한세상답십리아르테포레,2025,전농로4나길,59.9533,10,2026,5,25,116000,11.6
서울 동대문구,전농동,전농SK,2000,사가정로,59.96,20,2026,5,30,116000,11.6
서울 동대문구,장안동,장안힐스테이트,2007,장안벚꽃로1길,59.885,12,2026,5,29,110500,11.05
서울 동대문구,전농동,전농SK,2000,사가정로,59.96,16,2026,5,26,110000,11.0
서울 동대문구,용두동,래미안엘리니티,2022,한빛로,59.96,9,2026,5,14,149900,14.99
서울 동대문구,답십리동,답십리파크자이,2019,답십리로56길,59.91,3,2026,5,25,138000,13.8
서울 동대문구,답십리동,래미안미드카운티,2019,답십리로,59.98,1,2026,5,25,146000,14.6
서울 동대문구,전농동,래미안아름숲,2012,전농로16길,59.91,9,2026,5,25,118000,11.8
서울 동대문구,휘경동,휘경해모로프레스티지,2021,외대역동로1길,59.77,13,2026,5,23,110000,11.0
서울 동대문구,답십리동,힐스테이트청계,2018,천호대로55길,59.94,19,2026,5,23,149000,14.9
서울 동대문구,휘경동,휘경자이디센시아,2025,외대역동로,59.93,15,2026,5,2,150000,15.0
서울 동대문구,용두동,래미안엘리니티,2022,한빛로,59.96,16,2026,5,9,140000,14.0
서울 동대문구,휘경동,휘경SK뷰,2019,휘경로,59.39,21,2026,5,13,140000,14.0
서울 동대문구,휘경동,휘경SK뷰,2019,휘경로,59.39,16,2026,5,1,135000,13.5
서울 동대문구,휘경동,휘경SK뷰,2019,휘경로,59.39,8,2026,5,6,138000,13.8
서울 동대문구,답십리동,두산위브,2007,황물로15길,59.91,2,2026,5,2,123500,12.35
서울 동대문구,답십리동,청계한신휴플러스,2010,서울시립대로,59.74,16,2026,5,1,149000,14.9
서울 동대문구,전농동,래미안아름숲,2012,전농로16길,59.91,6,2026,5,1,118000,11.8
서울 동대문구,장안동,장안현대홈타운(336),2003,장안벚꽃로,59.54,27,2026,6,29,121000,12.1
서울 동대문구,용두동,용두두산위브,2009,정릉천동로,59.99,15,2026,6,30,137000,13.7
